filename,width,height,class,xmin,ymin,xmax,ymax
frame_1110_jpg.rf.015a371ac6969443aa3a7e8a94bbd5e4.jpg,640,640,Car,205,123,299,162
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,118,420,172,522
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,203,255,229,297
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,142,270,175,321
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,159,216,182,245
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,149,206,169,229
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,234,210,251,236
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,223,192,240,217
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,357,250,383,279
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,433,289,451,333
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,506,339,554,390
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,568,470,640,564
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Pickup,394,234,416,270
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Pickup,193,194,211,237
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Bus,254,189,286,261
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Truck,233,165,252,198
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,217,175,229,190
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,266,169,278,186
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,256,168,265,182
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,276,165,284,179
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,252,164,259,175
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,284,164,290,175
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,342,191,353,211
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,380,184,391,200
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,404,181,414,196
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,368,157,375,168
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,375,168,376,169
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,356,162,363,172
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,344,164,351,175
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,349,153,354,164
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,284,144,290,154
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,298,145,303,154
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,358,157,364,163
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,359,148,364,157
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,369,147,374,155
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Car,352,144,358,152
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Pickup,299,135,304,145
frame_1406_jpg.rf.05b237b1216ad03b4295a90eee3dac14.jpg,640,640,Motorcycle,378,141,382,151
frame_3240_jpg.rf.11657262a55cbacb6ab6d02756785e38.jpg,640,640,Car,337,479,556,601
frame_3240_jpg.rf.11657262a55cbacb6ab6d02756785e38.jpg,640,640,Car,415,416,560,485
frame_3240_jpg.rf.11657262a55cbacb6ab6d02756785e38.jpg,640,640,Car,368,333,488,398
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Truck,0,347,104,572
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Bus,309,221,345,322
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,435,383,475,443
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,169,307,208,372
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,207,268,230,302
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,196,243,216,272
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,155,274,185,312
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,154,242,177,270
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,236,233,253,258
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,247,214,262,236
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,226,188,240,206
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,257,188,269,204
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,275,187,287,204
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,248,183,258,198
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Pickup,267,165,275,181
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,278,176,287,188
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,266,182,276,197
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Pickup,438,330,475,394
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,470,290,504,325
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,385,256,405,280
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,354,252,373,278
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,362,198,373,214
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Motorcycle,390,287,400,321
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Pickup,379,214,390,233
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,382,193,390,208
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Pickup,368,183,376,198
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,357,186,365,198
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,347,179,355,193
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,351,172,357,181
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,357,160,362,169
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,377,165,382,174
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,365,160,370,168
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,408,199,418,213
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,288,171,295,182
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Motorcycle,282,163,285,176
frame_1558_jpg.rf.074240b145d9e916eab6872205f6f8b1.jpg,640,640,Car,273,173,280,184
frame_9395_jpg.rf.0573d7412696e3e765cbf6c4ba757a7d.jpg,640,640,Pickup,3,173,178,275
frame_9395_jpg.rf.0573d7412696e3e765cbf6c4ba757a7d.jpg,640,640,Pickup,370,169,410,197
frame_9395_jpg.rf.0573d7412696e3e765cbf6c4ba757a7d.jpg,640,640,Truck,338,173,356,185
frame_9395_jpg.rf.0573d7412696e3e765cbf6c4ba757a7d.jpg,640,640,Car,313,179,326,187
frame_9395_jpg.rf.0573d7412696e3e765cbf6c4ba757a7d.jpg,640,640,Truck,190,169,210,182
frame_9395_jpg.rf.0573d7412696e3e765cbf6c4ba757a7d.jpg,640,640,Truck,325,178,334,184
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,235,407,273,490
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,102,482,169,589
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,164,350,204,413
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Pickup,269,308,292,350
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Motorcycle,365,567,395,640
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,306,359,330,407
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,310,295,328,324
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,266,251,280,274
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,242,288,261,318
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,218,279,236,306
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,299,204,307,215
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,318,209,326,221
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Motorcycle,331,220,335,235
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Motorcycle,330,208,334,222
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,9,297,46,335
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,88,260,114,288
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,74,241,97,266
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,37,244,66,269
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,6,259,35,288
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,0,250,12,273
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,139,237,159,256
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Car,172,224,187,240
frame_1162_jpg.rf.0770d018889e57fdb236e823720f0283.jpg,640,640,Pickup,174,202,191,225
frame_3271_jpg.rf.118321987fc47ca43ceea068df48f2b3.jpg,640,640,Car,72,437,238,588
frame_3271_jpg.rf.118321987fc47ca43ceea068df48f2b3.jpg,640,640,Truck,145,206,294,357
frame_3271_jpg.rf.118321987fc47ca43ceea068df48f2b3.jpg,640,640,Car,57,253,145,315
frame_3271_jpg.rf.118321987fc47ca43ceea068df48f2b3.jpg,640,640,Car,447,175,488,209
frame_5968_jpg.rf.0df1e2610361d00c9804ea25b39f36fb.jpg,640,640,Car,175,362,276,433
frame_5968_jpg.rf.0df1e2610361d00c9804ea25b39f36fb.jpg,640,640,Car,388,269,438,307
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Motorcycle,13,418,37,498
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Pickup,168,247,199,298
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Car,86,285,126,340
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Car,158,197,179,228
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Car,233,203,249,230
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Motorcycle,131,230,142,262
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Motorcycle,53,307,70,370
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Motorcycle,189,179,199,197
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Motorcycle,445,245,454,282
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Motorcycle,455,239,467,271
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Motorcycle,377,459,403,554
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Pickup,355,223,373,257
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Car,344,193,359,216
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Car,384,231,407,261
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Car,523,334,579,396
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Car,481,359,536,425
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Pickup,435,350,482,428
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Car,87,338,138,400
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Car,249,182,266,203
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Pickup,235,157,248,185
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Car,367,193,378,218
frame_1000_jpg.rf.13f29b9a84c5552599a86ce2d00128a8.jpg,640,640,Car,380,187,395,210
frame_3134_jpg.rf.148ff8134169a0d76208abe57a26462c.jpg,640,640,Car,481,151,587,196
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Car,36,393,105,478
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Car,40,328,93,392
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Car,143,208,166,236
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Car,223,219,242,248
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Motorcycle,111,245,123,281
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Pickup,149,276,182,331
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Motorcycle,180,185,187,208
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Motorcycle,202,173,210,193
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Pickup,228,164,242,187
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Car,242,190,259,212
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Motorcycle,595,347,620,404
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Car,481,294,525,351
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Car,435,307,477,358
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Pickup,394,304,426,367
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Motorcycle,440,228,451,258
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Motorcycle,413,208,421,232
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Car,376,218,396,246
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Pickup,350,212,366,239
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Car,377,182,389,200
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Car,362,190,374,208
frame_1013_jpg.rf.1683bb60890b228544b67aa990581856.jpg,640,640,Car,344,187,355,207
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Motorcycle,26,456,55,549
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Pickup,41,324,90,423
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,114,368,154,429
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,160,391,199,458
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,181,320,213,379
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,456,494,532,598
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,482,403,538,466
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,395,361,425,417
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,454,342,490,389
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Motorcycle,502,338,517,377
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,238,256,253,279
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,222,245,236,265
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,254,226,265,242
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,270,224,281,241
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,248,219,257,234
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Motorcycle,184,242,191,265
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,176,290,199,322
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,156,270,176,295
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Motorcycle,256,205,261,219
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,366,324,390,358
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,374,302,398,330
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,384,288,403,307
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Pickup,408,288,424,316
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,394,274,409,292
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Motorcycle,414,259,421,276
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Motorcycle,439,285,448,312
frame_8001_jpg.rf.18cdd475220a3add1f2269a5076cba85.jpg,640,640,Car,367,266,383,289
